id,name,type,area,latitude,longitude,priceRange,summary,description,googleMapsLink,photoUrl,notionLink,recommendedDishes,tags
cof-5,Stitch Coffee,咖啡,CBD,-33.8652,151.2105,$,夏日救星柚子冷萃，酸甜苦韻完美平衡。,推薦招牌柚子冷粹(Yuzu Cold Brew)，酸甜與咖啡苦韻完美平衡，夏天的最愛。大白兔口味也好喝，上面是一層甜甜的奶蓋。,https://maps.app.goo.gl/DpixSoZ8NfCz81PaA,https://picsum.photos/seed/ncof5/800/600,,柚子冷粹 | 大白兔冷粹,咖啡 | CBD | 柚子冷粹 | 大白兔冷粹
cof-6,Cafe One,咖啡,CBD,-33.8645,151.21,$,空間明亮的二樓秘境，只有上班族知道的工作聚會點。,隱藏在二樓，是只有上班族會去的店。空間超大、環境超好，適合職場Coffee Chat或聊工作。,https://maps.app.goo.gl/FDfsGpRBLKzDgPD47,https://picsum.photos/seed/ncof6/800/600,,Coffee Chat,咖啡 | CBD | Coffee Chat
cof-7,Benzin Coffee x Cupra,咖啡,CBD,-33.8735,151.211,$,汽車展銷中心裡的真皮沙發隱藏咖啡館。,隱藏在汽車展銷中心裡的咖啡店。真皮沙發座位超舒適，沒人知道所以一定有位置。,https://maps.app.goo.gl/M93hoCi9hptGGXD46,https://picsum.photos/seed/ncof7/800/600,,Coffee Chat,咖啡 | CBD | Coffee Chat
bar-1,The Baxter Inn,酒吧,CBD,-33.868,151.205,$$$,超隱密地下威士忌酒吧，蝴蝶脆餅無限上癮。,入口很隱蔽，但進去之後別有洞天。免費的蝴蝶脆餅(pretzels) 很讓人上癮。cider很好喝。,https://maps.app.goo.gl/wgECg37vG7nJyofbA,https://picsum.photos/seed/nbar1/800/600,,Cider | 蝴蝶脆餅 (pretzels),酒吧 | CBD | Cider | 蝴蝶脆餅 (pretzels)
bar-2,Bar Luca,酒吧,CBD,-33.8638,151.2115,$$,絕讚漢堡搭配 Poutine，大口吃肉喝酒的好地方。,漢堡很好吃(重點誤)。吃素的朋友可以點Poutine。分量很大要慎重。,https://maps.app.goo.gl/ZjDqCCGPrjG7FNBTA,https://picsum.photos/seed/nbar2/800/600,,漢堡 | Poutine | Loaded Fries,酒吧 | CBD | 漢堡 | Poutine | Loaded Fries
bar-3,O Bar and Dining,酒吧,CBD,-33.867,151.207,$$$,全雪梨唯一旋轉景觀吧，俯角夜景極致浪漫。,雪梨唯一360度旋轉酒吧，非常適合約會看夜景的地方! 記得選Lounge Bar樓層。,https://maps.app.goo.gl/PAhX3hADqZu5hvaj8,https://picsum.photos/seed/nbar3/800/600,,高樓美景,酒吧 | CBD | 高樓美景
bar-4,Uncle Mings,酒吧,CBD,-33.8672,151.2062,$$$,迷幻紅光中的西式中國風。,地下室，主打一個奇妙西式中國風。港點水餃不錯。聽說有酒精版的珍奶。,https://maps.app.goo.gl/XSxvGfz4wwZi7Nz96,https://picsum.photos/seed/nbar4/800/600,,港點 | 水餃 | 珍奶酒,酒吧 | CBD | 港點 | 水餃 | 珍奶酒
bar-5,Centrol 86,酒吧,CBD,-33.8665,151.2058,$$$,復刻復古地窖氛圍，大推泰奶調酒與辣味爆米花。,在地下室，復古裝潢，專門做瑪格莉特調酒。泰奶椰子調酒超好喝。點酒送辣味爆米花。,https://maps.app.goo.gl/bSf4zVpJSknXPaj7,https://picsum.photos/seed/nbar5/800/600,,瑪格莉特調酒 | 泰奶椰子調酒 | 辣味爆米花,酒吧 | CBD | 瑪格莉特調酒 | 泰奶椰子調酒 | 辣味爆米花
bbt-1,Top Tea,手搖飲,CBD,-33.8782,151.2035,$,使用澳洲本地水果的質感手搖飲。,菜單每季會跟著水果換，秋天的龍眼椰子冰，跟冬天的橘子冰都很好喝!,https://maps.app.goo.gl/mWNaUHxyfnDjQQA26,https://picsum.photos/seed/nbbt1/800/600,,當季水果 | 龍眼椰子冰 | 橘子冰,手搖飲 | CBD | 當季水果 | 龍眼椰子冰 | 橘子冰
bbt-2,吃茶三千,手搖飲,CBD,-33.8795,151.2035,$,高品質茶飲,纖玉菓子跟珍珠配料好吃。,https://www.google.com/maps/search/?api=1&query=CHICHA%20San%20Chen%20Sydney%20CBD%20Sydney,https://picsum.photos/seed/nbbt2/800/600,,纖玉菓子,手搖飲 | CBD | 纖玉菓子
bbt-3,Tea Shop Express,手搖飲,CBD,-33.8645,151.2085,$,隱藏在Town Hall火車站的超強手搖，價格親民、茶類品質穩定。,資深雪梨人必買的手搖飲店，茶類非常豐富可以選自己喜歡的,https://www.google.com/maps/search/?api=1&query=Tea%20Shop%20Express%20Sydney%20Sydney,https://picsum.photos/seed/nbbt3/800/600,,茶類,手搖飲 | CBD | 茶類
bbt-4,Hey Tea 喜茶,手搖飲,CBD,-33.8798,151.2038,$,滿滿果肉的芒果西米椰子，喝一杯就飽。,滿滿果肉的芒果西米椰子，喝一杯就飽。,https://www.google.com/maps/search/?api=1&query=Heytea%20Sydney%20CBD%20Sydney,https://picsum.photos/seed/nbbt4/800/600,,芒果椰子西米,手搖飲 | CBD | 芒果椰子西米
bbt-5,Woo Tea 五桐號,手搖飲,CBD,-33.8788,151.2045,$,嚼感派首推，特製的各種配料都超好吃，尤其是黑糖粉粿是必點。,嚼感派首推，特製的各種配料都超好吃，尤其是黑糖粉粿是必點。記得小料本來就都是甜的，所以點的時候半糖/少糖就好，例如紅茶拿鐵+黑糖粉粿、芭樂檸檬綠茶+白珍珠,https://www.google.com/maps/search/?api=1&query=Woo%20Tea%20Sydney%20CBD%20Sydney,https://picsum.photos/seed/nbbt5/800/600,,紅茶拿鐵+黑糖粉粿 | 芭樂綠茶+白珍珠,手搖飲 | CBD | 紅茶拿鐵+黑糖粉粿 | 芭樂綠茶+白珍珠
bbt-6,King Tea 皇茶,手搖飲,CBD,-33.879,151.2048,$,醇厚奶蓋愛好者必買，推薦桃香烏龍。,奶蓋濃郁，最愛桃香烏龍配奶蓋。,https://www.google.com/maps/search/?api=1&query=King%20Tea%20Sydney%20CBD%20Sydney,https://picsum.photos/seed/nbbt6/800/600,,桃香烏龍配奶蓋,手搖飲 | CBD | 桃香烏龍配奶蓋
